dataset_index,image_id,stratum,inclusion_probability,sampling_weight
20,0000126_00054_d_0000124__1200_0,t_and_s,0.022660098522167486,44.130434782608695
51,0000170_00401_d_0000001__160_0,t_and_s,0.022660098522167486,44.130434782608695
61,0000174_01601_d_0000001__0_0,t_and_s,0.022660098522167486,44.130434782608695
76,0000181_00889_d_0000030__0_0,t_and_s,0.022660098522167486,44.130434782608695
161,0000243_00001_d_0000001__160_0,t_and_s,0.022660098522167486,44.130434782608695
239,0000313_00201_d_0000437__0_0,t_and_s,0.022660098522167486,44.130434782608695
327,00e0b6dc0,t_only,0.022798518096323737,43.862500000000004
345,014773cfa,t_only,0.022798518096323737,43.862500000000004
453,03592,t_only,0.022798518096323737,43.862500000000004
482,04065,t_only,0.022798518096323737,43.862500000000004
522,04ef6825b,t_only,0.022798518096323737,43.862500000000004
556,057836607,t_only,0.022798518096323737,43.862500000000004
605,06914,t_and_s,0.022660098522167486,44.130434782608695
667,08275,t_only,0.022798518096323737,43.862500000000004
694,08a9596cc,t_only,0.022798518096323737,43.862500000000004
702,08c59eea4,t_only,0.022798518096323737,43.862500000000004
708,09032,t_only,0.022798518096323737,43.862500000000004
776,0b48cbbcd,t_only,0.022798518096323737,43.862500000000004
873,0efd60e89,t_only,0.022798518096323737,43.862500000000004
889,0fd1536b1,t_only,0.022798518096323737,43.862500000000004
1018,1056__2400_2415,t_and_s,0.022660098522167486,44.130434782608695
1028,105__1800_1914,t_and_s,0.022660098522167486,44.130434782608695
1080,10660,t_and_s,0.022660098522167486,44.130434782608695
1092,106__2400_1914,t_and_s,0.022660098522167486,44.130434782608695
1137,1080__0_600,t_and_s,0.022660098522167486,44.130434782608695
1178,1091__0_0,t_and_s,0.022660098522167486,44.130434782608695
1182,1091__600_2216,t_only,0.022798518096323737,43.862500000000004
1293,1114__2400_2400,t_and_s,0.022660098522167486,44.130434782608695
1337,1121__0_0,t_and_s,0.022660098522167486,44.130434782608695
1372,11252,t_only,0.022798518096323737,43.862500000000004
1406,1129__3000_0,t_and_s,0.022660098522167486,44.130434782608695
1448,1133__1800_1200,t_only,0.022798518096323737,43.862500000000004
1471,1140__2400_2400,t_only,0.022798518096323737,43.862500000000004
1515,1150__1800_1200,t_only,0.022798518096323737,43.862500000000004
1533,1158__2033_0,t_and_s,0.022660098522167486,44.130434782608695
1597,1180__0_1800,t_and_s,0.022660098522167486,44.130434782608695
1621,1182__600_1800,t_only,0.022798518096323737,43.862500000000004
1644,118__0_0,t_only,0.022798518096323737,43.862500000000004
1693,1197__1800_1200,t_only,0.022798518096323737,43.862500000000004
1733,12093,t_and_s,0.022660098522167486,44.130434782608695
1761,1216__2093_1200,t_and_s,0.022660098522167486,44.130434782608695
1774,121a03fea,t_only,0.022798518096323737,43.862500000000004
1783,1224__600_1200,t_only,0.022798518096323737,43.862500000000004
1794,1233__0_1928,t_and_s,0.022660098522167486,44.130434782608695
1902,128__1800_1800,t_only,0.022798518096323737,43.862500000000004
2075,136__600_1200,t_and_s,0.022660098522167486,44.130434782608695
2102,1384__3000_2400,t_and_s,0.022660098522167486,44.130434782608695
2116,1385__2897_2400,t_only,0.022798518096323737,43.862500000000004
2130,1397__1200_1200,t_and_s,0.022660098522167486,44.130434782608695
2170,1406__1800_600,t_and_s,0.022660098522167486,44.130434782608695
2180,1406__600_1800,t_and_s,0.022660098522167486,44.130434782608695
2211,1420__1800_0,t_and_s,0.022660098522167486,44.130434782608695
2250,1430__1200_600,t_and_s,0.022660098522167486,44.130434782608695
2292,14364,t_only,0.022798518096323737,43.862500000000004
2303,1436__2400_1800,t_and_s,0.022660098522167486,44.130434782608695
2373,1450__1200_2400,t_and_s,0.022660098522167486,44.130434782608695
2531,1476__1800_1800,t_only,0.022798518096323737,43.862500000000004
2589,1496__2438_2419,t_and_s,0.022660098522167486,44.130434782608695
2641,1529__0_1200,t_and_s,0.022660098522167486,44.130434782608695
2659,1530__0_0,t_and_s,0.022660098522167486,44.130434782608695
2707,1565__600_1800,t_and_s,0.022660098522167486,44.130434782608695
2720,1579__2400_1200,t_only,0.022798518096323737,43.862500000000004
2748,1584__1800_600,t_and_s,0.022660098522167486,44.130434782608695
2788,158__1800_0,t_and_s,0.022660098522167486,44.130434782608695
2790,158__1800_2475,t_and_s,0.022660098522167486,44.130434782608695
2817,1602__0_2050,t_and_s,0.022660098522167486,44.130434782608695
2912,16555,t_and_s,0.022660098522167486,44.130434782608695
2940,1675__2428_0,t_only,0.022798518096323737,43.862500000000004
2960,1681c6e5f,t_and_s,0.022660098522167486,44.130434782608695
3021,16995,t_only,0.022798518096323737,43.862500000000004
3150,17992,t_only,0.022798518096323737,43.862500000000004
3160,17e4b69db,t_only,0.022798518096323737,43.862500000000004
3224,1809__600_2356,t_and_s,0.022660098522167486,44.130434782608695
