image_id,gt_id,class_id,x1,y1,x2,y2,width,height,area,size_bin,perturbation,o2m_rank_candidate_0,o2m_rank_runner_up_0,o2m_rank_candidate_p,o2m_rank_flip,o2m_rank_margin_0,o2m_positive_count_0,o2m_positive_count_p,o2m_set_jaccard,stride_0,stride_p,stride_flip,valid_perturbations
0000126_00054_d_0000124__1200_0,0,6,437.0,592.0,452.99993896484375,620.0,15.99993896484375,28.0,447.998291015625,s_16_32,left_1px,7555,7455,7555,0,0.12098743566462149,8,5,0.625,8,8,0,4
0000126_00054_d_0000124__1200_0,0,6,437.0,592.0,452.99993896484375,620.0,15.99993896484375,28.0,447.998291015625,s_16_32,right_1px,7555,7455,7555,0,0.12098743566462149,8,8,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,0,6,437.0,592.0,452.99993896484375,620.0,15.99993896484375,28.0,447.998291015625,s_16_32,up_1px,7555,7455,7555,0,0.12098743566462149,8,8,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,0,6,437.0,592.0,452.99993896484375,620.0,15.99993896484375,28.0,447.998291015625,s_16_32,down_1px,7555,7455,7555,0,0.12098743566462149,8,10,0.8,8,8,0,4
0000126_00054_d_0000124__1200_0,1,6,424.0,596.0,438.0,618.0,14.0,22.0,308.0,s_16_32,left_1px,7653,7553,7553,1,0.18678144937827923,4,6,0.6666666666666666,8,8,0,4
0000126_00054_d_0000124__1200_0,1,6,424.0,596.0,438.0,618.0,14.0,22.0,308.0,s_16_32,right_1px,7653,7553,7654,1,0.18678144937827923,4,4,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,1,6,424.0,596.0,438.0,618.0,14.0,22.0,308.0,s_16_32,up_1px,7653,7553,7653,0,0.18678144937827923,4,6,0.6666666666666666,8,8,0,4
0000126_00054_d_0000124__1200_0,1,6,424.0,596.0,438.0,618.0,14.0,22.0,308.0,s_16_32,down_1px,7653,7553,7653,0,0.18678144937827923,4,4,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,2,6,142.0,485.0,150.0,504.99993896484375,8.0,19.99993896484375,159.99951171875,t_8_16,left_1px,12879,6118,12879,0,0.14808822901336063,3,3,1.0,32,32,0,4
0000126_00054_d_0000124__1200_0,2,6,142.0,485.0,150.0,504.99993896484375,8.0,19.99993896484375,159.99951171875,t_8_16,right_1px,12879,6118,12879,0,0.14808822901336063,3,3,1.0,32,32,0,4
0000126_00054_d_0000124__1200_0,2,6,142.0,485.0,150.0,504.99993896484375,8.0,19.99993896484375,159.99951171875,t_8_16,up_1px,12879,6118,6118,1,0.14808822901336063,3,3,1.0,32,8,1,4
0000126_00054_d_0000124__1200_0,2,6,142.0,485.0,150.0,504.99993896484375,8.0,19.99993896484375,159.99951171875,t_8_16,down_1px,12879,6118,6118,1,0.14808822901336063,3,3,1.0,32,8,1,4
0000126_00054_d_0000124__1200_0,3,6,252.0,447.0,260.0,465.0,8.0,18.0,144.0,t_8_16,left_1px,,,5731,1,,0,2,0.0,,8,1,4
0000126_00054_d_0000124__1200_0,3,6,252.0,447.0,260.0,465.0,8.0,18.0,144.0,t_8_16,right_1px,,,5632,1,,0,2,0.0,,8,1,4
0000126_00054_d_0000124__1200_0,3,6,252.0,447.0,260.0,465.0,8.0,18.0,144.0,t_8_16,up_1px,,,,0,,0,0,1.0,,,0,4
0000126_00054_d_0000124__1200_0,3,6,252.0,447.0,260.0,465.0,8.0,18.0,144.0,t_8_16,down_1px,,,,0,,0,0,1.0,,,0,4
0000126_00054_d_0000124__1200_0,4,6,194.0,416.0,200.0,431.99993896484375,6.0,15.99993896484375,95.9996337890625,t_8_16,left_1px,5224,5324,5224,0,0.16297825335991523,3,3,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,4,6,194.0,416.0,200.0,431.99993896484375,6.0,15.99993896484375,95.9996337890625,t_8_16,right_1px,5224,5324,5224,0,0.16297825335991523,3,3,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,4,6,194.0,416.0,200.0,431.99993896484375,6.0,15.99993896484375,95.9996337890625,t_8_16,up_1px,5224,5324,5224,0,0.16297825335991523,3,3,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,4,6,194.0,416.0,200.0,431.99993896484375,6.0,15.99993896484375,95.9996337890625,t_8_16,down_1px,5224,5324,5224,0,0.16297825335991523,3,3,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,5,6,202.0,415.0,210.0,431.0,8.0,16.0,128.0,t_8_16,left_1px,5325,5225,5325,0,0.40215380058505357,2,2,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,5,6,202.0,415.0,210.0,431.0,8.0,16.0,128.0,t_8_16,right_1px,5325,5225,5225,1,0.40215380058505357,2,2,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,5,6,202.0,415.0,210.0,431.0,8.0,16.0,128.0,t_8_16,up_1px,5325,5225,5325,0,0.40215380058505357,2,2,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,5,6,202.0,415.0,210.0,431.0,8.0,16.0,128.0,t_8_16,down_1px,5325,5225,5325,0,0.40215380058505357,2,2,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,6,6,175.0,396.0000305175781,183.0,410.0000305175781,8.0,14.0,112.0,t_8_16,left_1px,12805,5022,12805,0,0.18354702653010677,2,2,1.0,32,32,0,4
0000126_00054_d_0000124__1200_0,6,6,175.0,396.0000305175781,183.0,410.0000305175781,8.0,14.0,112.0,t_8_16,right_1px,12805,5022,5022,1,0.18354702653010677,2,1,0.5,32,8,1,4
0000126_00054_d_0000124__1200_0,6,6,175.0,396.0000305175781,183.0,410.0000305175781,8.0,14.0,112.0,t_8_16,up_1px,12805,5022,12805,0,0.18354702653010677,2,3,0.6666666666666666,32,32,0,4
0000126_00054_d_0000124__1200_0,6,6,175.0,396.0000305175781,183.0,410.0000305175781,8.0,14.0,112.0,t_8_16,down_1px,12805,5022,12805,0,0.18354702653010677,2,2,1.0,32,32,0,4
0000126_00054_d_0000124__1200_0,7,6,203.0,396.0,211.0,412.0,8.0,16.0,128.0,t_8_16,left_1px,5025,12806,5025,0,0.5839804984770891,2,2,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,7,6,203.0,396.0,211.0,412.0,8.0,16.0,128.0,t_8_16,right_1px,5025,12806,12806,1,0.5839804984770891,2,1,0.5,8,32,1,4
0000126_00054_d_0000124__1200_0,7,6,203.0,396.0,211.0,412.0,8.0,16.0,128.0,t_8_16,up_1px,5025,12806,5025,0,0.5839804984770891,2,2,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,7,6,203.0,396.0,211.0,412.0,8.0,16.0,128.0,t_8_16,down_1px,5025,12806,5025,0,0.5839804984770891,2,2,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,8,6,184.0,380.0000305175781,192.0,393.9999694824219,8.0,13.99993896484375,111.99951171875,t_8_16,left_1px,4823,,11211,1,,1,2,0.5,8,16,1,4
0000126_00054_d_0000124__1200_0,8,6,184.0,380.0000305175781,192.0,393.9999694824219,8.0,13.99993896484375,111.99951171875,t_8_16,right_1px,4823,,4823,0,,1,1,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,8,6,184.0,380.0000305175781,192.0,393.9999694824219,8.0,13.99993896484375,111.99951171875,t_8_16,up_1px,4823,,4823,0,,1,2,0.5,8,8,0,4
0000126_00054_d_0000124__1200_0,8,6,184.0,380.0000305175781,192.0,393.9999694824219,8.0,13.99993896484375,111.99951171875,t_8_16,down_1px,4823,,4823,0,,1,1,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,9,6,196.0,384.0,202.0,398.0,6.0,14.0,84.0,t_8_16,left_1px,4824,11212,4824,0,0.1161836649950961,5,5,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,9,6,196.0,384.0,202.0,398.0,6.0,14.0,84.0,t_8_16,right_1px,4824,11212,4825,1,0.1161836649950961,5,5,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,9,6,196.0,384.0,202.0,398.0,6.0,14.0,84.0,t_8_16,up_1px,4824,11212,4824,0,0.1161836649950961,5,5,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,9,6,196.0,384.0,202.0,398.0,6.0,14.0,84.0,t_8_16,down_1px,4824,11212,4824,0,0.1161836649950961,5,5,1.0,8,8,0,4
0000126_00054_d_0000124__1200_0,10,6,21.0,424.0,29.0,442.0,8.0,18.0,144.0,t_8_16,left_1px,11351,5403,11351,0,0.5540532417204987,2,1,0.5,16,16,0,4
0000126_00054_d_0000124__1200_0,10,6,21.0,424.0,29.0,442.0,8.0,18.0,144.0,t_8_16,right_1px,11351,5403,11351,0,0.5540532417204987,2,3,0.6666666666666666,16,16,0,4
0000126_00054_d_0000124__1200_0,10,6,21.0,424.0,29.0,442.0,8.0,18.0,144.0,t_8_16,up_1px,11351,5403,11351,0,0.5540532417204987,2,2,1.0,16,16,0,4
0000126_00054_d_0000124__1200_0,10,6,21.0,424.0,29.0,442.0,8.0,18.0,144.0,t_8_16,down_1px,11351,5403,11351,0,0.5540532417204987,2,2,1.0,16,16,0,4
0000126_00054_d_0000124__1200_0,11,6,26.0,421.0,32.0,437.0,6.0,16.0,96.0,t_8_16,left_1px,11301,5303,11301,0,0.6364888003564458,2,2,1.0,16,16,0,4
0000126_00054_d_0000124__1200_0,11,6,26.0,421.0,32.0,437.0,6.0,16.0,96.0,t_8_16,right_1px,11301,5303,11301,0,0.6364888003564458,2,1,0.5,16,16,0,4
0000126_00054_d_0000124__1200_0,11,6,26.0,421.0,32.0,437.0,6.0,16.0,96.0,t_8_16,up_1px,11301,5303,11301,0,0.6364888003564458,2,2,1.0,16,16,0,4
0000126_00054_d_0000124__1200_0,11,6,26.0,421.0,32.0,437.0,6.0,16.0,96.0,t_8_16,down_1px,11301,5303,11301,0,0.6364888003564458,2,2,1.0,16,16,0,4
0000170_00401_d_0000001__160_0,0,6,148.0,440.0,158.0,472.0,10.0,32.0,320.0,s_16_32,left_1px,5819,5719,5819,0,0.2803342296379106,5,8,0.4444444444444444,8,8,0,4
0000170_00401_d_0000001__160_0,0,6,148.0,440.0,158.0,472.0,10.0,32.0,320.0,s_16_32,right_1px,5819,5719,5819,0,0.2803342296379106,5,5,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,0,6,148.0,440.0,158.0,472.0,10.0,32.0,320.0,s_16_32,up_1px,5819,5719,5819,0,0.2803342296379106,5,6,0.8333333333333334,8,8,0,4
0000170_00401_d_0000001__160_0,0,6,148.0,440.0,158.0,472.0,10.0,32.0,320.0,s_16_32,down_1px,5819,5719,5819,0,0.2803342296379106,5,6,0.8333333333333334,8,8,0,4
0000170_00401_d_0000001__160_0,1,6,150.0,441.9999694824219,158.0,455.9999694824219,8.0,14.0,112.0,t_8_16,left_1px,5519,5619,5519,0,0.562517300255665,0,0,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,1,6,150.0,441.9999694824219,158.0,455.9999694824219,8.0,14.0,112.0,t_8_16,right_1px,5519,5619,5519,0,0.562517300255665,0,0,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,1,6,150.0,441.9999694824219,158.0,455.9999694824219,8.0,14.0,112.0,t_8_16,up_1px,5519,5619,5519,0,0.562517300255665,0,0,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,1,6,150.0,441.9999694824219,158.0,455.9999694824219,8.0,14.0,112.0,t_8_16,down_1px,5519,5619,5519,0,0.562517300255665,0,0,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,2,6,117.0,444.9999694824219,133.0,471.0000305175781,16.0,26.00006103515625,416.0009765625,s_16_32,left_1px,5715,11407,5715,0,0.196445023538691,2,1,0.5,8,8,0,4
0000170_00401_d_0000001__160_0,2,6,117.0,444.9999694824219,133.0,471.0000305175781,16.0,26.00006103515625,416.0009765625,s_16_32,right_1px,5715,11407,5715,0,0.196445023538691,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,2,6,117.0,444.9999694824219,133.0,471.0000305175781,16.0,26.00006103515625,416.0009765625,s_16_32,up_1px,5715,11407,11407,1,0.196445023538691,2,1,0.5,8,16,1,4
0000170_00401_d_0000001__160_0,2,6,117.0,444.9999694824219,133.0,471.0000305175781,16.0,26.00006103515625,416.0009765625,s_16_32,down_1px,5715,11407,5815,1,0.196445023538691,2,3,0.6666666666666666,8,8,0,4
